order_id,record_time,quantity,valid_at
8b123b2e534f8b8158dd309f9bd728,1678118400,-0.00632034,1678118400
adefa23d2c4f0e84c1ac3371c98ae4,1678118400,0.0081311,1678118400
ef91fb006240849d535c97b89652be,1678118400,0.00732758,1678118400
cc41f5aca34fa69c38ec999b6af923,1678118400,0.00650322,1678118400
53c26b1c3d447e8e3051f38597a601,1678118400,0.00796242,1678118400
b309a524984cd2aa069206d1d10721,1678118400,-0.00812828,1678118400
be810469d341779021ad02f9a7a0b1,1678118400,-0.00647858,1678118400
40450d4fe0455da1d144c1809a4b62,1678118400,0.00912323,1678118400
a1f4f31ed342e694a16a1875afb2ad,1678118400,-0.00638817,1678118400
4b3a365eaa4abf902fb9825849d147,1678118400,0.00625015,1678118400
cc0e6ac6eb488b9e886acfca94eafb,1678118400,-0.00758965,1678118400
514bfe4b8b4c4a9932b448ba1df42b,1678118400,-0.00736847,1678118400
80332e4f1e40a89f7001e6a08779c5,1678118400,0.00666389,1678118400
63f1a5cb9f486594318602e2547356,1678118400,-0.00769691,1678118400
494cb9770d43f1ba9de546813f781d,1678118400,0.00668213,1678118400
e21e9f39f74b36914966a28bf943a3,1678118400,0.00636909,1678118400
df45fb5fa64b72bcad78fd52ed1c65,1678118400,0.00840088,1678118400
fd369cf41b43828039ea384db01831,1678118400,-0.0088504,1678118400
044bcff2114c3890a1053f992217d0,1678118400,0.00585114,1678118400
72286955924efc815254d4f7157007,1678118400,-0.00704269,1678118400
85d380577048e4b3e4af07bbf8dab4,1678118400,0.00729721,1678118400
385a690c3b4ddc881efe8c11d34701,1678118400,0.00732742,1678118400
d2d07b7aa447099acb3a7990e3af82,1678118460,0.0459854,1678118460
79c4f238b549f89654a1d688135451,1678118460,0.00888138,1678118460
08911663db4ea1874678b5a6507304,1678118460,-0.0074115,1678118460
f53118d1054087a3cccf3aeede937a,1678118460,0.00757271,1678118460
634942669741f2b15ff9c0a1e94113,1678118460,0.00890236,1678118460
1c0837c6aa44b986ee52e443412e1b,1678118460,-0.00711769,1678118460
0cb1c4000449b58806c0fa5831b129,1678118460,-0.00635559,1678118460
97997bd3a5442abdb50ebbc29450be,1678118460,0.00761078,1678118460
7804adcf14490a854787c953ca3ca4,1678118460,-0.00888779,1678118460
c9a0e18bcb456f85433ca401ed43d4,1678118460,0.00711494,1678118460
5b0bfa9343400c95e342bd2e6021bc,1678118460,0.0488815,1678118460
8a0b91cf7f45c18432b41f9d0a2e5d,1678118460,0.00622971,1678118460
064f0aadb6471fae970d0ee87aa602,1678118460,0.00665146,1678118460
20b6b2bdd64878a3c7a3bdcb5ea59d,1678118460,0.0393082,1678118460
00cf3d15f949678a96fc9180e8a537,1678118460,0.0873245,1678118460
2bed5b58e2436aa01364373910c46a,1678118460,0.00610771,1678118460
c8f78353d2416da0b6004890db0b11,1678118460,0.00775406,1678118460
8a61f7acd142a6adf4adbac4a32c4e,1678118520,-0.0066082,1678118520
e23690fef2438bbb4eafcda00772d1,1678118520,-0.00875053,1678118520
47fb0b13ad49afafba3fbe0ec422df,1678118520,0.00706375,1678118520
afd0f2cf274bcf95c647e6df8a325f,1678118520,0.00745132,1678118520
fdf4cb5cff4e7dbb81b4d76966f403,1678118520,0.0474548,1678118520
0ae6288407413b871ddc3bb6f8c95c,1678118520,0.00711349,1678118520
29a15b05214a528bf8106ed738b43d,1678118520,0.00743179,1678118520
7558bf6a624398a414659dbc47fc85,1678118520,0.00622391,1678118520
9e14a1174140d699f39f77b779f173,1678118520,0.00865509,1678118520
355753b84b41b085403f7809e56b45,1678118520,0.0253067,1678118520
a3f61e4b3344c39dfd532a44a903ca,1678118520,0.00768288,1678118520
180698677c406cbc55b04442984cb0,1678118520,0.00828247,1678118520
5c33b969544b95996d532337f19b98,1678118520,0.00828964,1678118520
942879c46348678c4d05642cc13d3e,1678118520,0.0061982,1678118520
8ba1c39acb48f68a9e1b96a0552701,1678118520,0.00935516,1678118520
d4f9b3f87c44338c5cec2a208d6247,1678118520,0.00659508,1678118520
69877480c34f32a3a86e2a19034436,1678118520,-0.00689804,1678118520
a364f3d2094af2a9fe0b20a922ea6c,1678118580,0.00867279,1678118580
28cc11490949c48cff45c4f0763b1b,1678118580,0.0084864,1678118580
a1b18422d84bfba0b34a1e46fa2c6f,1678118580,-0.00909126,1678118580
4c7a78e1134cbc84ae03f8652e5ec4,1678118580,0.00574646,1678118580
df091983864dd18e0bc6d250b98348,1678118580,0.00631721,1678118580
b8c396782547f48b60d215d89632b1,1678118580,0.0523499,1678118580
9ce79fbce8483b864a5c51adb5759c,1678118580,-0.00876228,1678118580
da5a02a74245cd9f96b040be79b33e,1678118580,-0.00652702,1678118580
3bff633dd4488a8e19d4108b0170dd,1678118580,0.00690796,1678118580
67b4ce7ac34a6abfd126db7227b61d,1678118580,0.0292648,1678118580
bf35de3265468889da9378c76f3843,1678118580,0.00880692,1678118580
ae00fadbce4c31b954da9f106b38a9,1678118580,-0.00689911,1678118580
f3605595ea477799e59ba41b827536,1678118580,0.0415405,1678118580
83dcee724849aea1af0322f618e96a,1678118580,0.00747215,1678118580
004415025d48cda54c8fc68c4da526,1678118580,-0.00625931,1678118580
5d3bd0f3424e739027215962202a8c,1678118580,-0.00639618,1678118580
77931b1cfa4d1a88c289672e35ab38,1678118580,0.00932526,1678118580
9bf13e892e4392b251745a44395357,1678118580,0.0212234,1678118580
2afa1c0af045c1b61db01dadc96794,1678118580,0.0293106,1678118580
9975c869b04c8ebfc4d2fc7c51f2f1,1678118580,-0.00907784,1678118580
f3154b2f8b4b909bad6bef82c0641c,1678118640,0.0420654,1678118640
5fe92b14374b90b5c66e1fa643118a,1678118640,-0.006866,1678118640
08c60ab8b9495f8f719c6cfdbe35ff,1678118640,0.00855675,1678118640
879a8829f34bcc9f02122728b29075,1678118640,0.00530273,1678118640
