auction_id,market_id,clearing_time,price,quantity,marginal_type,marginal_order,marginal_quantity,marginal_rank,valid_at
e5074e31314030a0236e99a255671e,9088c280144488b5d9f4acdb8f45c9,1679929500,None,None,None,None,None,None,1679929200
65ebe30784410db091d2599b1484aa,32ae396b574aec965547ec1359fefb,1679929260,None,None,None,None,None,None,1679929200
2a5aeee3f44bbe9231d0a8a17bab74,a22b3a976c474f84262c7f018dec35,1679929500,None,None,None,None,None,None,1679929200
f72eb015514fcca21c11a4da713f78,6b0479131a4e7c9ea952fbe017913c,1679929260,None,None,None,None,None,None,1679929200
716d3fd5854a6dbb774826e2033ff2,7613b746244b1fae4257eb0d349801,1679929500,None,None,None,None,None,None,1679929200
c7969d69ae422f8eeb91d30a183945,4a956732e2464c94e1bef92f8a0254,1679929260,None,None,None,None,None,None,1679929200
c5b6f608c548deb5bde47e2091cfe7,02926f41744a18894ce1a3fab92df1,1679929500,None,None,None,None,None,None,1679929200
25bf94c5704e509bae48a6b7f9b9c0,3500e971ff4e25971f5fdb6fa188ad,1679929260,None,None,None,None,None,None,1679929200
0e85dcebea4470904b91d531cc797d,32ae396b574aec965547ec1359fefb,1679929260,53.35238438263686,5.843039348395759,buyer,None,4.75538064748574,637,1679929260
369c805f3b4033ac546d475b26b951,32ae396b574aec965547ec1359fefb,1679929320,None,None,None,None,None,None,1679929260
c07c01e3eb4a5dabdd2cbb3dd8182c,6b0479131a4e7c9ea952fbe017913c,1679929260,29.965068139751594,5.984208157153189,buyer,None,6.4162972038936426,199,1679929260
fec61994ee4ca48c1dbc3ab6edacb0,6b0479131a4e7c9ea952fbe017913c,1679929320,None,None,None,None,None,None,1679929260
583caee47549b1af94e3afe8013dea,4a956732e2464c94e1bef92f8a0254,1679929260,38.28617943905622,6.3272202346451945,seller,None,6.021760486680332,327,1679929260
2bd56dd90d41bf9259b42b42667f80,4a956732e2464c94e1bef92f8a0254,1679929320,None,None,None,None,None,None,1679929260
64670f6bad4922a55d2761beecb30b,3500e971ff4e25971f5fdb6fa188ad,1679929260,53.34691212392653,5.701815814343014,buyer,None,4.801450809595242,906,1679929260
ea6962f0a6435998e1965408015b56,3500e971ff4e25971f5fdb6fa188ad,1679929320,None,None,None,None,None,None,1679929260
0b23d4d2e941df96a24c192d4cb35e,32ae396b574aec965547ec1359fefb,1679929320,59.98838469670446,6.4720384928289665,seller,None,4.745043156012937,561,1679929320
9643ef9ac14f2080dcd60cf0027e04,32ae396b574aec965547ec1359fefb,1679929380,None,None,None,None,None,None,1679929320
bfb8c169d44980bea721c048258d90,6b0479131a4e7c9ea952fbe017913c,1679929320,34.00499681829463,4.489089425685267,seller,None,6.132730066384292,791,1679929320
25a27da769452292cf6aefedf0f6cc,6b0479131a4e7c9ea952fbe017913c,1679929380,None,None,None,None,None,None,1679929320
86801904794aa3be64cd2c8ae98be0,4a956732e2464c94e1bef92f8a0254,1679929320,61.90530401751244,4.767573394087059,buyer,None,4.019837917893325,992,1679929320
a07345d035489e82f5b9a885fa389e,4a956732e2464c94e1bef92f8a0254,1679929380,None,None,None,None,None,None,1679929320
333b329b77476ba7e4069be197614b,3500e971ff4e25971f5fdb6fa188ad,1679929320,47.538512656279195,2.764892938909403,seller,None,4.588413582174457,172,1679929320
724349009b4bc194093a20695066ec,3500e971ff4e25971f5fdb6fa188ad,1679929380,None,None,None,None,None,None,1679929320
48d889cd7c4499a2e2eb1cbd9929e0,32ae396b574aec965547ec1359fefb,1679929380,51.38541464052795,4.821658010707299,seller,None,6.243692403126412,165,1679929380
c0e06bc5ef4bd9ad195e2c3fa10a9b,32ae396b574aec965547ec1359fefb,1679929440,None,None,None,None,None,None,1679929380
3e288418794088855a5f9f15570b16,6b0479131a4e7c9ea952fbe017913c,1679929380,42.52168821708198,5.715823935560113,buyer,None,4.526133955004244,153,1679929380
99b14d6b7c4e5699bcb2857165bfa1,6b0479131a4e7c9ea952fbe017913c,1679929440,None,None,None,None,None,None,1679929380
3fbce6becd48f4a6f0c8cc4784a1cf,4a956732e2464c94e1bef92f8a0254,1679929380,33.37685003005744,4.718065205006155,buyer,None,4.027655295441389,595,1679929380
d103657d494c309fa6c678d81c3c8f,4a956732e2464c94e1bef92f8a0254,1679929440,None,None,None,None,None,None,1679929380
82392e3da74b23a9be2869c193175c,3500e971ff4e25971f5fdb6fa188ad,1679929380,50.451771905298806,4.890339486239289,buyer,None,5.136280737843811,709,1679929380
5d1b78efb341ddab3128c6e5fb8030,3500e971ff4e25971f5fdb6fa188ad,1679929440,None,None,None,None,None,None,1679929380
e3da79385d42b78f9837ef40f5fc61,32ae396b574aec965547ec1359fefb,1679929440,56.05966219775629,3.3280184243133557,seller,None,4.156312215483961,232,1679929440
9eb90e368441ee9393d35139c85bf4,32ae396b574aec965547ec1359fefb,1679929500,None,None,None,None,None,None,1679929440
473bdd29bc4a139bc4bddb4d42af94,6b0479131a4e7c9ea952fbe017913c,1679929440,36.174050154609944,5.612089470234842,buyer,None,5.927518279111557,564,1679929440
ff4b04a68247c59ee900f4c9e22ae3,6b0479131a4e7c9ea952fbe017913c,1679929500,None,None,None,None,None,None,1679929440
d21d4b08314bd2b239f8192790c777,4a956732e2464c94e1bef92f8a0254,1679929440,36.78800650012459,4.641316861263142,seller,None,4.495160537949092,329,1679929440
8c980838bd4d9a94a8eedb133e9cb5,4a956732e2464c94e1bef92f8a0254,1679929500,None,None,None,None,None,None,1679929440
7c6a4a6cf04eec99a752a2bbb036dc,3500e971ff4e25971f5fdb6fa188ad,1679929440,54.927328406342376,5.130831369685319,buyer,None,4.327798315948251,482,1679929440
8dea63d4f34ad6a1d0e8a03f91f319,3500e971ff4e25971f5fdb6fa188ad,1679929500,None,None,None,None,None,None,1679929440
6eddaeab0b47a3a6fb3752adede45f,9088c280144488b5d9f4acdb8f45c9,1679929500,4.516371956842975,49.501184587383484,seller,None,4.467936938418355,246,1679929500
