meter_id,device_id,resource_id,real_energy,reactive_energy,real_power,reactive_power,valid_at
79db993af94ee4905fec425f93824b,5ed04478c25094f06ebbe2167284299,3c66dbd815d60ace6c5ca5d93285ad22,-0.000105339,None,-0.00632034,None,1678118400
5ab721d4f84a889f5380b970d495b0,61a4c2eb1e45cd9c52c75735a18ba4b7,3c66dbd815d60ace6c5ca5d93285ad22,0.00013551833333333335,None,0.0081311,None,1678118400
c366a8a9a4453995a491756ffdb411,53ebc23b7022ea564c58ec2a48fea589,3c66dbd815d60ace6c5ca5d93285ad22,0.00012212633333333334,None,0.00732758,None,1678118400
68be92908940349f734fedfe1e8c6e,2d4a323bbf150034f66856b1431fe1f,3c66dbd815d60ace6c5ca5d93285ad22,0.00010838699999999999,None,0.00650322,None,1678118400
0a6ae36aba4c219d8a3c7d7edcf2ec,12157c8df69f436543e59e4196b2f1d8,3c66dbd815d60ace6c5ca5d93285ad22,0.000132707,None,0.00796242,None,1678118400
5b1114691549a88d868ab957896793,6e3e5d3b5a99e8cc6549744a5a4ce5d2,3c66dbd815d60ace6c5ca5d93285ad22,-0.00013547133333333334,None,-0.00812828,None,1678118400
5c8cd32eb1428c8c7f409172bbd431,3637cd3053651f4d488ba66b10e587fe,3c66dbd815d60ace6c5ca5d93285ad22,-0.00010797633333333333,None,-0.00647858,None,1678118400
55e381ae1a4f3c9a999548938d6924,77592399c9066a0e1bd99902258cb0b,3c66dbd815d60ace6c5ca5d93285ad22,0.00015205383333333333,None,0.00912323,None,1678118400
8bb9da9a9c4eeb8b8a30a8771ed272,d1a4709625ec62f5fb32f76266471b6,3c66dbd815d60ace6c5ca5d93285ad22,-0.00010646950000000001,None,-0.00638817,None,1678118400
1d13bdacbf4e4d8320eb9757a86dc4,2f1fffd7a387929313da7f15d285d093,3c66dbd815d60ace6c5ca5d93285ad22,0.00010416916666666667,None,0.00625015,None,1678118400
37cf84bc4941c79721a8f89244102a,63567664c4a499c2611737dd1f160e58,69e43523ac4208dd6fb4ec8b7a740c00,-0.00012649416666666666,None,-0.00758965,None,1678118400
f55cdea24748fba00843e70ee89d7b,2857a35c49776d465b14230999e11798,39e641cc76436854310668976b14c851,-0.00012280783333333333,None,-0.00736847,None,1678118400
a752e61d8945e3acd63b1954c5ca33,7000e4d665d50fb8da95fb96f1bdfca,39e641cc76436854310668976b14c851,0.00011106483333333332,None,0.00666389,None,1678118400
